state,district,year,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
madhya pradesh,ujjain,2025,12,2599,304,5,1681,10725,13725,7368
madhya pradesh,umaria,2025,9,1452,417,5,380,3294,2320,2381
madhya pradesh,umaria,2025,10,803,157,0,212,1844,1123,1213
madhya pradesh,umaria,2025,11,1003,161,8,236,2032,1330,1587
madhya pradesh,umaria,2025,12,1102,171,21,482,3917,2611,3047
madhya pradesh,vidisha,2025,4,670,119,42,956,4084,8486,5753
madhya pradesh,vidisha,2025,5,209,43,15,628,2920,8890,6068
madhya pradesh,vidisha,2025,7,1227,626,58,2087,6743,13882,11238
madhya pradesh,vidisha,2025,9,2295,709,17,1002,4058,5593,6336
madhya pradesh,vidisha,2025,10,773,174,15,417,2857,2635,2839
madhya pradesh,vidisha,2025,11,1317,267,12,776,5062,5012,5316
madhya pradesh,vidisha,2025,12,1507,268,11,1099,5997,6666,7342
madhya pradesh,west nimar,2025,9,228,54,4,69,451,217,878
madhya pradesh,west nimar,2025,10,117,29,1,30,268,87,366
madhya pradesh,west nimar,2025,11,139,28,0,35,453,160,636
madhya pradesh,west nimar,2025,12,134,25,1,54,634,229,1025
maharashtra,ahilyanagar,2025,12,12,1,0,200,2218,1,16
maharashtra,ahmadnagar,2025,4,71,15,10,0,0,9904,19453
maharashtra,ahmadnagar,2025,9,2167,1260,33,1616,10962,51052,13085
maharashtra,ahmadnagar,2025,10,1334,331,22,1110,33672,12815,17627
maharashtra,ahmadnagar,2025,11,1706,383,58,2207,107372,20972,28879
maharashtra,ahmadnagar,2025,12,4091,349,6,2193,39576,23258,25466
maharashtra,ahmed nagar,2025,9,56,26,0,29,289,930,440
maharashtra,ahmed nagar,2025,10,43,8,0,15,871,134,607
maharashtra,ahmed nagar,2025,11,53,16,0,32,3180,177,1012
maharashtra,ahmed nagar,2025,12,125,13,0,38,1141,176,967
maharashtra,ahmednagar,2025,7,182,158,28,0,0,0,0
maharashtra,akola,2025,7,390,205,42,0,0,7359,16443
maharashtra,akola,2025,9,1261,241,0,556,3654,11958,8358
maharashtra,akola,2025,10,688,72,4,363,7136,3318,12701
maharashtra,akola,2025,11,928,122,2,651,28432,5024,21531
maharashtra,akola,2025,12,699,53,1,640,9465,6341,11299
maharashtra,amravati,2025,6,280,77,11,336,1670,10925,28240
maharashtra,amravati,2025,7,523,148,13,312,1704,13925,32626
maharashtra,amravati,2025,9,1841,431,19,963,5919,24099,14461
maharashtra,amravati,2025,10,929,127,18,682,12566,6130,21179
maharashtra,amravati,2025,11,1080,136,44,1200,39064,10713,36624
maharashtra,amravati,2025,12,1130,106,2,1288,15790,12111,22050
maharashtra,aurangabad,2025,3,196,103,46,1241,20315,11805,21622
maharashtra,aurangabad,2025,4,584,154,53,261,1965,8187,18109
maharashtra,aurangabad,2025,7,2262,1549,24,0,0,18370,29979
maharashtra,aurangabad,2025,9,3457,1519,2,1292,8691,19337,17291
maharashtra,aurangabad,2025,10,1663,477,4,746,27135,5776,18855
maharashtra,aurangabad,2025,11,2354,689,16,1691,56737,11311,29372
maharashtra,aurangabad,2025,12,1858,383,0,1905,25186,15593,20898
maharashtra,beed,2025,4,379,52,19,464,4882,8445,18130
maharashtra,beed,2025,5,366,63,15,514,4808,8378,19884
maharashtra,beed,2025,6,659,294,46,369,2267,10649,17133
maharashtra,beed,2025,7,1472,739,72,476,2617,15502,22186
maharashtra,beed,2025,9,1545,741,25,1388,7147,29546,9302
maharashtra,beed,2025,10,904,215,7,926,29865,6156,11930
maharashtra,beed,2025,11,1248,264,68,1733,61440,10379,14183
maharashtra,beed,2025,12,881,93,18,1924,21465,16845,12408
maharashtra,bhandara,2025,9,596,36,2,379,2835,7357,4753
maharashtra,bhandara,2025,10,252,6,2,221,7538,2357,8417
maharashtra,bhandara,2025,11,456,8,2,354,14100,3832,10314
maharashtra,bhandara,2025,12,538,5,0,370,5877,4654,6816
maharashtra,bid,2025,9,137,62,0,49,656,260,1159
maharashtra,bid,2025,10,112,22,0,27,3107,42,1617
maharashtra,bid,2025,11,105,31,0,32,5874,48,1991
maharashtra,bid,2025,12,85,14,0,14,2159,85,1495
maharashtra,buldana,2025,9,389,67,0,100,1514,1214,2993
maharashtra,buldana,2025,10,199,17,0,32,4515,268,4666
maharashtra,buldana,2025,11,195,16,0,46,13090,377,6839
maharashtra,buldana,2025,12,180,12,0,62,3582,388,4020
maharashtra,buldhana,2025,6,306,51,11,0,0,7346,14902
maharashtra,buldhana,2025,7,1103,276,83,92,849,11124,17614
maharashtra,buldhana,2025,9,1758,456,19,887,5438,25125,9957
maharashtra,buldhana,2025,10,806,120,3,445,18073,4750,14507
maharashtra,buldhana,2025,11,908,113,13,875,58173,8346,27868
maharashtra,buldhana,2025,12,968,77,13,1074,14457,10590,13828
maharashtra,chandrapur,2025,4,193,18,10,31,410,5339,13857
maharashtra,chandrapur,2025,6,198,24,10,187,1714,6704,18292
maharashtra,chandrapur,2025,7,306,86,11,159,1469,7025,14987
maharashtra,chandrapur,2025,9,1204,113,26,530,5191,9534,8823
maharashtra,chandrapur,2025,10,512,36,9,341,23119,2774,17211
maharashtra,chandrapur,2025,11,814,52,15,695,50673,6790,25324
maharashtra,chandrapur,2025,12,787,46,5,772,14807,14024,14860
maharashtra,chatrapati sambhaji nagar,2025,9,34,28,2,45,467,41,116
maharashtra,chatrapati sambhaji nagar,2025,10,21,20,1,47,284,14,74
maharashtra,chatrapati sambhaji nagar,2025,11,35,20,10,68,771,39,113
maharashtra,chatrapati sambhaji nagar,2025,12,24,13,3,142,1176,65,156
maharashtra,chhatrapati sambhajinagar,2025,9,148,171,3,241,2413,99,452
maharashtra,chhatrapati sambhajinagar,2025,10,71,68,135,184,1575,29,174
maharashtra,chhatrapati sambhajinagar,2025,11,100,75,81,329,3131,51,332
maharashtra,chhatrapati sambhajinagar,2025,12,92,51,15,462,4636,84,514
maharashtra,dharashiv,2025,9,28,14,0,30,554,15,91
maharashtra,dharashiv,2025,10,19,6,13,22,343,11,40
maharashtra,dharashiv,2025,11,18,7,14,53,693,21,61
maharashtra,dharashiv,2025,12,24,1,0,112,1218,21,113
maharashtra,dhule,2025,5,118,46,18,0,0,7137,14966
maharashtra,dhule,2025,6,793,484,211,0,0,7583,12312
maharashtra,dhule,2025,7,1410,1107,127,396,2756,13620,18986
maharashtra,dhule,2025,9,2028,2152,26,625,5409,13123,9751
maharashtra,dhule,2025,10,788,384,62,387,11018,3912,11546
maharashtra,dhule,2025,11,1156,390,63,891,21973,7257,17711
maharashtra,dhule,2025,12,951,279,12,892,10792,8573,11996
maharashtra,gadchiroli,2025,9,815,148,7,304,2297,5734,7537
maharashtra,gadchiroli,2025,10,267,30,1,222,10115,3138,17459
maharashtra,gadchiroli,2025,11,408,42,12,350,19958,4712,18931
maharashtra,gadchiroli,2025,12,594,48,2,479,8050,6737,12034
maharashtra,gondia,2025,9,10,1,0,10,100,12,83
maharashtra,gondia,2025,10,5,1,0,7,279,6,285
maharashtra,gondia,2025,11,5,2,0,1,402,2,299
maharashtra,gondia,2025,12,5,0,0,0,176,6,172
maharashtra,gondiya,2025,9,1040,59,2,606,3654,7313,4704
maharashtra,gondiya,2025,10,496,10,0,392,14585,2091,9538
maharashtra,gondiya,2025,11,717,23,1,623,24475,3671,10002
maharashtra,gondiya,2025,12,580,16,3,618,8768,4958,6909
maharashtra,hingoli,2025,4,913,95,136,0,0,3222,6628
maharashtra,hingoli,2025,5,246,31,34,0,0,3574,8537
maharashtra,hingoli,2025,6,261,62,14,0,0,4905,8797
maharashtra,hingoli,2025,7,2245,649,112,0,0,6458,11208
maharashtra,hingoli,2025,9,1010,352,31,584,4179,9298,6065
maharashtra,hingoli,2025,10,504,101,26,305,17000,2515,6741
maharashtra,hingoli,2025,11,635,107,11,653,49794,3779,9719
maharashtra,hingoli,2025,12,546,60,9,797,12761,9740,7807
maharashtra,jalgaon,2025,4,360,53,10,412,2440,12325,25017
maharashtra,jalgaon,2025,5,506,92,43,0,0,12305,30929
maharashtra,jalgaon,2025,7,1065,343,55,256,2016,24048,38429
maharashtra,jalgaon,2025,9,3346,1387,25,1613,10616,27621,21601
maharashtra,jalgaon,2025,10,1392,269,11,795,26346,7690,29441
maharashtra,jalgaon,2025,11,2036,252,44,1478,60334,13599,36168
maharashtra,jalgaon,2025,12,1749,183,39,1822,22937,24723,22506
maharashtra,jalna,2025,9,1723,504,6,807,5274,16007,9891
maharashtra,jalna,2025,10,877,149,0,473,14497,3866,13508
maharashtra,jalna,2025,11,1051,181,11,912,29909,7752,16812
maharashtra,jalna,2025,12,976,110,2,983,14168,9527,12259
maharashtra,kolhapur,2025,9,1989,470,5,1107,8130,28172,11183
maharashtra,kolhapur,2025,10,1332,181,54,736,17541,5675,11931
maharashtra,kolhapur,2025,11,1773,212,12,1456,56523,10119,19370
maharashtra,kolhapur,2025,12,1329,122,1,1545,26116,14197,15659
maharashtra,latur,2025,4,229,42,23,0,0,8274,21319
maharashtra,latur,2025,6,390,140,15,0,0,8251,24852
maharashtra,latur,2025,7,566,225,28,666,4852,9541,21878
maharashtra,latur,2025,9,1719,695,30,900,6906,12159,10367
maharashtra,latur,2025,10,913,188,12,627,15485,4097,12268
maharashtra,latur,2025,11,1174,235,36,1146,51709,6738,20645
maharashtra,latur,2025,12,837,106,4,1337,18704,7915,12855
maharashtra,mumbai,2025,7,537,344,50,0,0,14741,38238
maharashtra,mumbai,2025,9,2758,1496,11,1372,15750,15229,22100
maharashtra,mumbai,2025,10,1943,689,4,909,15410,10431,21362
maharashtra,mumbai,2025,11,3256,900,10,1753,37453,14794,36516
maharashtra,mumbai,2025,12,2100,452,2,1782,36581,19383,42095
maharashtra,mumbai city,2025,9,609,188,10,431,4467,3403,1346
maharashtra,mumbai city,2025,10,479,69,24,432,4180,2289,960
maharashtra,mumbai city,2025,11,754,120,114,825,7784,4236,1587
maharashtra,mumbai city,2025,12,472,72,18,1142,10919,5905,2386
maharashtra,mumbai sub urban,2025,9,95,26,0,24,515,85,686
maharashtra,mumbai sub urban,2025,10,56,21,0,9,440,67,685
maharashtra,mumbai sub urban,2025,11,120,18,0,3,1423,74,1311
maharashtra,mumbai sub urban,2025,12,69,14,0,15,1212,183,1522
maharashtra,mumbai suburban,2025,4,389,109,44,559,4867,9528,9391
maharashtra,mumbai suburban,2025,5,882,457,230,1233,7982,8945,8965
maharashtra,mumbai suburban,2025,7,3187,2177,207,3125,23138,10403,10805
maharashtra,mumbai suburban,2025,9,2283,848,26,1761,15677,13029,5879
maharashtra,mumbai suburban,2025,10,1479,365,62,1545,13600,8689,4464
maharashtra,mumbai suburban,2025,11,2508,624,156,2951,26283,14786,6578
maharashtra,mumbai suburban,2025,12,1752,366,65,4060,37330,18168,9641
maharashtra,nagpur,2025,4,468,50,48,472,3964,10872,28643
maharashtra,nagpur,2025,5,243,28,22,438,2638,12341,27562
maharashtra,nagpur,2025,7,904,225,37,611,4251,12330,29230
maharashtra,nagpur,2025,9,3027,501,33,1810,13247,17519,17828
maharashtra,nagpur,2025,10,1458,213,12,1314,18575,7656,19324
maharashtra,nagpur,2025,11,2376,353,18,2303,42208,13779,33841
maharashtra,nagpur,2025,12,1617,132,63,2868,28849,14199,22681
maharashtra,nanded,2025,4,462,89,56,0,0,11868,18508
maharashtra,nanded,2025,5,383,80,39,0,0,8711,25421
maharashtra,nanded,2025,6,432,124,28,0,0,12143,28651
maharashtra,nanded,2025,7,1295,462,46,143,781,14898,31768
maharashtra,nanded,2025,9,2729,968,10,1261,10057,24296,16428
maharashtra,nanded,2025,10,1197,256,47,969,42909,5767,22534
maharashtra,nanded,2025,11,1242,274,83,1706,122448,14113,31915
maharashtra,nanded,2025,12,1424,194,27,2024,30942,18141,18667
maharashtra,nandurbar,2025,4,237,35,10,328,2510,5673,11344
maharashtra,nandurbar,2025,5,251,134,21,166,2606,6834,17456
maharashtra,nandurbar,2025,7,2031,994,75,245,1856,14572,22262
maharashtra,nandurbar,2025,9,2086,873,64,365,2934,9268,11795
maharashtra,nandurbar,2025,10,1101,248,27,254,7177,4165,16020
maharashtra,nandurbar,2025,11,1249,279,35,428,9416,5607,17992
maharashtra,nandurbar,2025,12,800,100,6,374,5262,6225,9615
maharashtra,nashik,2025,5,97,14,45,206,1997,15830,34979
maharashtra,nashik,2025,7,2729,1775,111,1005,6530,31999,51939
maharashtra,nashik,2025,9,4980,2054,32,2449,16700,45329,30074
maharashtra,nashik,2025,10,2162,584,33,1381,29033,13351,30936
maharashtra,nashik,2025,11,3479,923,79,3060,94965,23229,59381
maharashtra,nashik,2025,12,2815,452,4,3565,44253,28661,42586
maharashtra,osmanabad,2025,7,275,105,10,0,0,8657,13940
maharashtra,osmanabad,2025,9,971,332,0,501,3999,9674,5345
maharashtra,osmanabad,2025,10,590,105,0,311,17052,2566,6290
maharashtra,osmanabad,2025,11,751,94,0,734,53026,6138,10435
maharashtra,osmanabad,2025,12,716,77,0,663,13736,9181,8424
maharashtra,palghar,2025,4,174,90,16,0,0,5873,6864
maharashtra,palghar,2025,5,162,155,14,870,7594,9368,9054
maharashtra,palghar,2025,6,252,252,10,0,0,9219,8692
maharashtra,palghar,2025,7,584,607,26,277,2609,10490,9575
maharashtra,palghar,2025,9,1966,983,47,1261,11151,14856,5670
maharashtra,palghar,2025,10,1144,359,23,839,13469,6149,4087
maharashtra,palghar,2025,11,1821,467,19,2010,31054,12772,7275
maharashtra,palghar,2025,12,1240,278,10,2122,23676,15181,7911
maharashtra,parbhani,2025,3,17,14,37,723,13719,9812,10952
maharashtra,parbhani,2025,4,135,10,16,0,0,6180,9983
maharashtra,parbhani,2025,5,425,90,32,0,0,6247,14276
maharashtra,parbhani,2025,9,1476,446,4,831,5741,14986,7684
maharashtra,parbhani,2025,10,957,171,23,592,26094,3866,9316
maharashtra,parbhani,2025,11,1220,190,77,1073,51636,9720,12660
maharashtra,parbhani,2025,12,832,90,10,1213,15207,8772,10139
maharashtra,pune,2025,4,39,11,19,1204,11232,27254,36621
maharashtra,pune,2025,5,328,97,61,984,7838,27138,34384
maharashtra,pune,2025,6,142,83,11,1940,14856,28350,40899
maharashtra,pune,2025,7,3645,1552,291,3160,23831,35816,47184
maharashtra,pune,2025,9,5891,1905,81,4108,33000,39904,24535
maharashtra,pune,2025,10,3896,849,144,2613,41971,17851,21702
maharashtra,pune,2025,11,5677,1275,360,5633,108439,34184,34831
maharashtra,pune,2025,12,4470,764,172,7221,90036,49437,39581
maharashtra,raigad,2025,4,242,72,21,388,5384,353,1240
maharashtra,raigad,2025,7,845,296,25,256,2030,407,1361
maharashtra,raigad,2025,9,496,139,9,342,3529,591,868
maharashtra,raigad,2025,10,305,62,3,268,2999,263,605
maharashtra,raigad,2025,11,392,106,31,487,5562,672,973
maharashtra,raigad,2025,12,305,68,16,820,8674,948,1292
maharashtra,raigarh,2025,9,1475,395,0,769,6744,13908,6390
maharashtra,raigarh,2025,10,845,135,0,468,13762,5048,7110
maharashtra,raigarh,2025,11,1160,189,0,951,35548,10752,10657
maharashtra,raigarh,2025,12,934,96,1,907,16463,10315,10538
maharashtra,raigarhmh,2025,9,21,9,0,2,76,7,95
maharashtra,raigarhmh,2025,10,15,0,0,3,217,3,105
maharashtra,raigarhmh,2025,11,12,1,0,3,337,11,125
maharashtra,raigarhmh,2025,12,24,6,0,0,215,3,151
maharashtra,ratnagiri,2025,9,665,102,3,491,5133,15151,5678
maharashtra,ratnagiri,2025,10,536,36,2,436,7530,7083,8314
maharashtra,ratnagiri,2025,11,642,49,18,806,22936,7699,15083
maharashtra,ratnagiri,2025,12,509,32,9,714,11077,6382,10873
maharashtra,sangli,2025,5,160,45,20,0,0,6910,13750
maharashtra,sangli,2025,6,240,105,11,218,2118,8124,14868
maharashtra,sangli,2025,7,958,588,48,0,0,10245,15780
maharashtra,sangli,2025,9,1434,658,21,670,6013,25083,8630
maharashtra,sangli,2025,10,795,134,24,485,9803,5236,8520
maharashtra,sangli,2025,11,1157,189,8,862,42225,8915,21526
maharashtra,sangli,2025,12,953,83,1,956,19982,13650,15731
maharashtra,satara,2025,4,192,26,18,0,0,8214,10932
maharashtra,satara,2025,5,150,32,10,0,0,7704,11503
maharashtra,satara,2025,6,136,55,10,0,0,8228,12837
maharashtra,satara,2025,7,327,116,16,0,0,11727,14235
maharashtra,satara,2025,9,1074,221,26,779,7129,32126,7175
maharashtra,satara,2025,10,797,89,18,574,13696,6321,7909
maharashtra,satara,2025,11,1180,105,33,1045,42276,9898,13588
maharashtra,satara,2025,12,1292,73,25,1024,20933,11363,13459
maharashtra,sindhudurg,2025,9,344,21,1,162,2759,4047,2061
maharashtra,sindhudurg,2025,10,211,7,3,192,5134,2767,2914
maharashtra,sindhudurg,2025,11,373,19,15,330,11839,3234,4161
maharashtra,sindhudurg,2025,12,193,12,3,260,5091,3525,3560
maharashtra,solapur,2025,4,548,67,45,0,0,11972,20928
maharashtra,solapur,2025,5,473,97,51,0,0,12393,25168
maharashtra,solapur,2025,7,355,172,34,224,2532,18537,26604
maharashtra,solapur,2025,9,2315,1054,20,1367,11613,34640,11130
maharashtra,solapur,2025,10,1528,330,20,859,38032,7640,10055
maharashtra,solapur,2025,11,2258,454,50,1832,131818,16734,18783
maharashtra,solapur,2025,12,2060,321,40,1891,41851,25695,21750
maharashtra,thane,2025,3,19,13,15,6005,69162,13203,38556
maharashtra,thane,2025,4,2371,913,150,1303,13294,16028,36209
maharashtra,thane,2025,5,1437,799,96,3233,23714,19874,39799
maharashtra,thane,2025,6,2432,1767,222,4415,33224,19358,44284
maharashtra,thane,2025,7,4036,3165,142,3032,24385,22971,51690
maharashtra,thane,2025,9,5713,3003,64,3624,33138,29302,30941
maharashtra,thane,2025,10,3651,1238,53,2690,42563,18700,28034
maharashtra,thane,2025,11,5723,1865,96,5005,94978,31393,48657
maharashtra,thane,2025,12,3710,866,129,6783,76705,32067,50207
maharashtra,wardha,2025,9,679,41,1,311,2311,7355,5924
maharashtra,wardha,2025,10,298,22,0,196,3443,3620,9478
maharashtra,wardha,2025,11,343,11,4,413,10183,5943,14751
maharashtra,wardha,2025,12,539,15,0,660,6277,6832,9942
maharashtra,washim,2025,5,198,20,10,0,0,3295,10789
maharashtra,washim,2025,7,378,68,11,0,0,6434,11293
maharashtra,washim,2025,9,700,115,11,277,2609,10896,6354
maharashtra,washim,2025,10,475,38,7,156,6562,2369,8266
maharashtra,washim,2025,11,508,30,6,349,30076,4265,19660
maharashtra,washim,2025,12,810,33,0,465,9275,6486,10742
maharashtra,yavatmal,2025,5,281,72,30,0,0,6927,23720
maharashtra,yavatmal,2025,7,858,405,39,73,818,12429,24848
maharashtra,yavatmal,2025,9,1749,440,16,1076,10120,17957,18723
maharashtra,yavatmal,2025,10,995,174,20,592,24382,5911,24948
maharashtra,yavatmal,2025,11,908,128,58,804,101567,8893,43263
maharashtra,yavatmal,2025,12,1263,120,38,1123,31226,14037,26079
manipur,bishnupur,2025,5,76,79,30,0,0,895,531
manipur,bishnupur,2025,9,136,178,8,464,2319,2617,1072
manipur,bishnupur,2025,10,107,114,1,1318,12839,3994,1713
manipur,bishnupur,2025,11,128,130,3,2202,15318,3444,1637
manipur,bishnupur,2025,12,69,58,0,667,2249,680,419
manipur,chandel,2025,9,109,244,2,133,645,303,242
manipur,chandel,2025,10,32,101,1,227,1857,620,313
manipur,chandel,2025,11,69,91,2,453,3154,1287,540
manipur,chandel,2025,12,34,74,0,169,739,356,267
manipur,churachandpur,2025,4,130,476,26,0,0,861,960
manipur,churachandpur,2025,6,91,499,13,0,0,589,813
manipur,churachandpur,2025,7,348,1265,13,0,0,2322,1339
manipur,churachandpur,2025,9,238,400,12,349,1452,733,490
manipur,churachandpur,2025,10,172,282,15,305,3389,2152,667
manipur,churachandpur,2025,11,164,239,13,626,6122,2447,977
manipur,churachandpur,2025,12,113,113,16,448,1868,895,487
manipur,imphal east,2025,9,151,154,1,499,2320,2625,1307
manipur,imphal east,2025,10,115,160,4,1277,7925,5515,2355
manipur,imphal east,2025,11,169,150,4,3798,26306,6144,4642
manipur,imphal east,2025,12,124,100,0,1607,9388,2687,2247
manipur,imphal west,2025,5,44,37,25,0,0,1611,1244
manipur,imphal west,2025,9,146,152,3,643,2757,3003,1817
manipur,imphal west,2025,10,125,111,1,656,4464,4764,1802
manipur,imphal west,2025,11,186,169,3,3894,32599,9924,6801
manipur,imphal west,2025,12,144,90,0,1429,6943,2361,1916
manipur,jiribam,2025,9,19,24,0,59,214,63,95
manipur,jiribam,2025,10,13,38,0,110,536,59,115
manipur,jiribam,2025,11,12,24,1,82,429,39,84
manipur,jiribam,2025,12,9,5,0,43,291,15,44
manipur,kakching,2025,9,12,25,1,158,824,239,43
manipur,kakching,2025,10,6,19,0,157,627,145,48
manipur,kakching,2025,11,14,17,0,135,645,190,76
manipur,kakching,2025,12,7,8,0,150,629,55,41
manipur,pherzawl,2025,9,1,6,0,1,8,0,0
manipur,pherzawl,2025,10,0,1,0,0,61,0,0
manipur,pherzawl,2025,11,0,1,0,3,33,0,0
manipur,pherzawl,2025,12,0,2,0,10,60,2,0
manipur,senapati,2025,9,252,292,1,401,1500,1228,653
manipur,senapati,2025,10,207,183,4,969,4007,1235,824
manipur,senapati,2025,11,207,151,7,2044,9110,2357,1822
manipur,senapati,2025,12,98,95,4,757,3048,1145,842
manipur,tamenglong,2025,9,81,200,2,146,427,315,279
manipur,tamenglong,2025,10,78,175,16,398,1613,609,272
manipur,tamenglong,2025,11,94,163,11,1197,3979,1202,727
manipur,tamenglong,2025,12,44,96,0,239,696,239,195
manipur,thoubal,2025,9,125,169,1,695,7309,2112,1698
manipur,thoubal,2025,10,90,129,3,1139,8492,4108,2030
manipur,thoubal,2025,11,117,205,2,3249,22161,8223,4186
manipur,thoubal,2025,12,91,135,0,1854,10040,2911,1660
manipur,ukhrul,2025,9,91,148,1,200,750,375,440
manipur,ukhrul,2025,10,84,113,5,169,1474,642,669
manipur,ukhrul,2025,11,127,133,5,1076,7919,1521,1215
manipur,ukhrul,2025,12,41,30,3,282,1378,448,400
meghalaya,east garo hills,2025,4,491,1124,293,0,0,141,243
meghalaya,east garo hills,2025,5,180,448,267,0,0,154,311
meghalaya,east garo hills,2025,6,70,469,341,0,0,122,238
meghalaya,east garo hills,2025,7,73,606,387,0,0,177,194
meghalaya,east garo hills,2025,9,136,464,185,71,1457,101,208
meghalaya,east garo hills,2025,10,26,135,78,34,606,75,78
meghalaya,east garo hills,2025,11,33,99,117,30,479,78,66
meghalaya,east garo hills,2025,12,3,21,6,36,480,52,48
meghalaya,east jaintia hills,2025,4,434,765,283,0,0,213,85
meghalaya,east jaintia hills,2025,5,125,248,256,0,0,168,100
meghalaya,east jaintia hills,2025,6,96,414,308,0,0,88,72
meghalaya,east jaintia hills,2025,7,200,571,516,0,0,259,122
meghalaya,east jaintia hills,2025,9,64,173,171,112,639,139,63
meghalaya,east jaintia hills,2025,10,38,85,105,39,305,494,102
meghalaya,east jaintia hills,2025,11,19,75,143,52,410,334,55
meghalaya,east jaintia hills,2025,12,7,23,14,69,426,211,51
meghalaya,east khasi hills,2025,3,44,92,164,669,5210,840,1744
meghalaya,east khasi hills,2025,4,1437,4688,1673,0,0,1297,1920
meghalaya,east khasi hills,2025,5,768,2259,1867,0,0,838,1732
meghalaya,east khasi hills,2025,6,287,1875,978,0,0,639,1183
meghalaya,east khasi hills,2025,7,756,3426,2404,0,0,1209,1990
meghalaya,east khasi hills,2025,9,406,1031,885,355,2861,765,1199
meghalaya,east khasi hills,2025,10,236,527,638,279,2306,884,799
meghalaya,east khasi hills,2025,11,225,517,1106,224,1892,1566,821
meghalaya,east khasi hills,2025,12,99,191,233,349,2215,944,634
meghalaya,eastern west khasi hills,2025,9,1,102,2,16,101,1,3
meghalaya,eastern west khasi hills,2025,10,1,63,2,4,46,0,0
meghalaya,eastern west khasi hills,2025,11,1,45,0,4,58,0,2
meghalaya,eastern west khasi hills,2025,12,0,16,585,25,52,1,1
meghalaya,jaintia hills,2025,10,4,0,0,0,7,1,1
meghalaya,kamrup,2025,7,13,71,59,0,0,0,0
meghalaya,north garo hills,2025,4,205,1048,242,0,0,139,68
meghalaya,north garo hills,2025,5,65,168,91,0,0,92,55
meghalaya,north garo hills,2025,7,22,97,125,0,0,101,49
meghalaya,north garo hills,2025,9,107,332,37,56,956,86,44
meghalaya,north garo hills,2025,10,17,87,46,20,442,123,43
meghalaya,north garo hills,2025,11,32,89,71,35,453,83,34
meghalaya,north garo hills,2025,12,9,33,146,23,367,62,20
meghalaya,ri bhoi,2025,3,30,11,26,331,3073,213,213
meghalaya,ri bhoi,2025,4,319,1500,514,0,0,227,222
meghalaya,ri bhoi,2025,5,243,733,633,0,0,222,223
meghalaya,ri bhoi,2025,6,69,398,316,0,0,168,169
meghalaya,ri bhoi,2025,7,318,1160,946,0,0,339,215
meghalaya,ri bhoi,2025,9,167,376,261,225,1751,277,168
meghalaya,ri bhoi,2025,10,65,135,260,136,907,787,176
meghalaya,ri bhoi,2025,11,111,222,329,80,774,373,145
meghalaya,ri bhoi,2025,12,16,63,87,94,845,241,146
meghalaya,south garo hills,2025,4,231,820,367,0,0,92,187
meghalaya,south garo hills,2025,5,105,388,192,0,0,56,125
meghalaya,south garo hills,2025,6,42,197,312,0,0,29,71
meghalaya,south garo hills,2025,7,44,206,236,0,0,58,55
meghalaya,south garo hills,2025,9,81,486,166,54,541,65,48
meghalaya,south garo hills,2025,10,29,206,14,30,446,79,38
meghalaya,south garo hills,2025,11,35,107,159,43,336,109,43
meghalaya,south garo hills,2025,12,1,17,0,38,301,52,42
meghalaya,south west garo hills,2025,4,991,610,174,0,0,242,355
meghalaya,south west garo hills,2025,5,392,240,167,0,0,230,291
meghalaya,south west garo hills,2025,6,264,209,145,0,0,179,250
meghalaya,south west garo hills,2025,7,370,272,173,0,0,288,277
meghalaya,south west garo hills,2025,9,223,176,104,105,1262,180,171
meghalaya,south west garo hills,2025,10,88,76,42,110,764,672,182
meghalaya,south west garo hills,2025,11,76,61,59,71,645,361,147
meghalaya,south west garo hills,2025,12,13,12,19,101,623,174,134
meghalaya,south west khasi hills,2025,4,241,535,212,0,0,193,214
meghalaya,south west khasi hills,2025,5,135,192,200,0,0,365,119
meghalaya,south west khasi hills,2025,6,54,184,146,0,0,100,92
meghalaya,south west khasi hills,2025,7,137,283,326,0,0,178,164
meghalaya,south west khasi hills,2025,9,55,86,109,87,423,117,151
meghalaya,south west khasi hills,2025,10,45,78,49,42,251,266,97
meghalaya,south west khasi hills,2025,11,112,158,60,105,299,373,147
meghalaya,south west khasi hills,2025,12,10,27,12,41,252,134,120
meghalaya,west garo hills,2025,4,1215,1761,727,0,0,1078,3196
meghalaya,west garo hills,2025,5,683,994,708,0,0,1022,3790
meghalaya,west garo hills,2025,6,521,992,854,0,0,1198,4933
meghalaya,west garo hills,2025,7,893,1870,1534,0,0,1619,5214
meghalaya,west garo hills,2025,9,439,527,168,200,2685,625,1671
meghalaya,west garo hills,2025,10,290,282,242,205,2016,617,903
meghalaya,west garo hills,2025,11,385,282,276,244,2167,543,920
meghalaya,west garo hills,2025,12,119,82,31,205,1635,656,666
meghalaya,west jaintia hills,2025,3,315,53,142,493,3436,596,335
meghalaya,west jaintia hills,2025,4,712,1478,727,0,0,563,285
meghalaya,west jaintia hills,2025,5,558,909,734,0,0,401,227
meghalaya,west jaintia hills,2025,6,192,1017,634,0,0,319,217
meghalaya,west jaintia hills,2025,7,224,1089,883,0,0,495,249
meghalaya,west jaintia hills,2025,9,200,498,295,140,1165,289,165
meghalaya,west jaintia hills,2025,10,81,203,93,63,566,862,170
meghalaya,west jaintia hills,2025,11,75,149,285,59,591,319,112
